File Name,Logging Time (seconds),Num Disconnections,Avg Num Peers,Min Num Peers,Max Num Peers,Avg Connection Time (seconds),Min Connection Time (seconds),Max Connection Time (seconds),Raw Connection Time Dictionary,
Sample 16 numConnections 6.csv,3000,0,6.0,6,6,3000.0,3000,3000,"{'211.48.20.244:8333': 3000, '157.97.7.24:8333': 3000, '45.79.41.197:8333': 3000, '142.93.30.86:8333': 3000, '89.25.80.42:8333': 3000, '103.71.170.141:8333': 3000}",
Sample 160 numConnections 10.csv,3000,4,10.0,10,10,2142.8571428571427,55,3000,"{'99.103.35.106:8333': 3000, '52.77.229.203:8333': 3000, '52.15.179.79:8333': 1295, '173.21.218.95:8333': 3000, '72.231.182.75:8333': 3000, '149.129.175.49:8333': 1283, '144.76.98.163:8333': 55, '159.69.95.70:8333': 1191, '92.62.34.158:8333': 3000, '188.208.111.62:8333': 3000, '185.230.81.96:8333': 2945, '204.60.23.203:8333': 1809, '217.182.172.117:8333': 1717, '206.189.138.144:8333': 1705}",
Sample 161 numConnections 1.csv,3000,0,1.0,1,1,3000.0,3000,3000,"{'84.114.111.75:8333': 3000}",
Sample 162 numConnections 2.csv,3000,1,2.0,2,2,2000.0,1320,3000,"{'67.210.228.204:8333': 1320, '109.109.36.19:8333': 3000, '194.118.172.29:8333': 1680}",
Sample 163 numConnections 3.csv,3000,0,3.0,3,3,3000.0,3000,3000,"{'136.32.20.188:8333': 3000, '217.21.24.146:8333': 3000, '46.59.13.35:8333': 3000}",
Sample 164 numConnections 4.csv,3000,0,4.0,4,4,3000.0,3000,3000,"{'3.0.163.51:8333': 3000, '54.191.204.251:8333': 3000, '99.103.35.106:8333': 3000, '185.95.213.108:8333': 3000}",
Sample 165 numConnections 5.csv,3000,0,5.0,5,5,3000.0,3000,3000,"{'94.112.167.129:8333': 3000, '35.222.123.156:8333': 3000, '54.191.204.251:8333': 3000, '18.179.34.162:8333': 3000, '207.154.220.194:8333': 3000}",
Sample 166 numConnections 6.csv,3000,0,6.0,6,6,3000.0,3000,3000,"{'173.212.242.108:8333': 3000, '47.108.65.144:8333': 3000, '217.182.172.114:8333': 3000, '89.25.80.42:8333': 3000, '172.104.142.20:8333': 3000, '23.233.9.151:8333': 3000}",
Sample 167 numConnections 7.csv,3000,0,7.0,7,7,3000.0,3000,3000,"{'122.147.213.63:8333': 3000, '85.208.70.249:8333': 3000, '35.187.209.186:8333': 3000, '84.114.111.75:8333': 3000, '93.189.145.169:8333': 3000, '206.248.184.127:8333': 3000, '37.97.228.224:8333': 3000}",
Sample 168 numConnections 8.csv,3000,3,8.0,8,8,2181.818181818182,1,3000,"{'66.18.172.21:8333': 3000, '185.19.29.110:8333': 3000, '51.107.76.178:8333': 3000, '159.65.132.97:8333': 3000, '212.112.145.196:8333': 3000, '192.226.144.137:8333': 3000, '46.4.69.86:8333': 2374, '91.121.181.140:8333': 7, '176.9.145.206:8333': 2993, '87.135.229.90:8333': 1, '93.189.145.169:8333': 625}",
Sample 169 numConnections 9.csv,3000,2,9.0,9,9,2454.5454545454545,10,3000,"{'109.109.36.19:8333': 3000, '35.241.143.66:8333': 3000, '94.155.252.45:8333': 3000, '107.195.166.98:8333': 3000, '45.115.239.108:8333': 3000, '118.107.45.111:8333': 3000, '54.187.225.131:8333': 2277, '77.247.178.104:8333': 3000, '207.154.220.194:8333': 10, '205.209.162.98:8333': 2990, '104.198.87.131:8333': 723}",
Sample 17 numConnections 7.csv,3000,1,7.0,7,7,2625.0,1416,3000,"{'46.5.87.70:8333': 3000, '162.213.123.118:8333': 3000, '72.250.208.210:8333': 3000, '35.187.198.89:8333': 3000, '116.202.97.85:8333': 1416, '74.110.99.196:8333': 3000, '45.79.41.197:8333': 3000, '94.130.34.85:8333': 1584}",
Sample 170 numConnections 10.csv,3000,2,10.0,10,10,2500.0,656,3000,"{'45.20.67.1:8333': 3000, '73.38.249.5:8333': 656, '89.217.85.148:8333': 3000, '76.102.103.136:8333': 3000, '31.13.195.69:8333': 3000, '185.78.209.27:8333': 3000, '47.75.94.8:8333': 3000, '93.189.145.169:8333': 3000, '62.171.142.156:8333': 772, '157.13.61.89:8333': 3000, '35.195.30.252:8333': 2344, '74.98.242.97:8333': 2228}",
Sample 171 numConnections 1.csv,3000,2,1.0,1,1,1000.0,60,2444,"{'192.241.148.178:8333': 496, '121.156.106.151:8333': 60, '80.79.114.34:8333': 2444}",
Sample 172 numConnections 2.csv,3000,2,2.0,2,2,1500.0,69,3000,"{'83.162.196.192:8333': 3000, '188.166.161.240:8333': 472, '167.99.133.10:8333': 69, '74.110.99.196:8333': 2459}",
Sample 173 numConnections 3.csv,3000,0,3.0,3,3,3000.0,3000,3000,"{'97.100.211.3:8333': 3000, '66.18.172.21:8333': 3000, '71.79.34.147:8333': 3000}",
Sample 174 numConnections 4.csv,3000,0,4.0,4,4,3000.0,3000,3000,"{'95.216.97.16:8333': 3000, '109.109.36.19:8333': 3000, '80.0.27.75:8333': 3000, '54.38.178.143:8333': 3000}",
Sample 175 numConnections 5.csv,3000,0,5.0,5,5,3000.0,3000,3000,"{'185.62.56.101:8333': 3000, '83.162.254.34:8333': 3000, '95.93.214.186:8333': 3000, '83.249.245.244:8333': 3000, '204.60.23.203:8333': 3000}",
Sample 176 numConnections 6.csv,3000,0,6.0,6,6,3000.0,3000,3000,"{'104.248.165.25:8333': 3000, '108.199.239.172:8333': 3000, '192.226.144.137:8333': 3000, '85.208.70.249:8333': 3000, '46.166.142.2:8333': 3000, '18.182.44.36:8333': 3000}",
Sample 177 numConnections 7.csv,3000,6,7.0,7,7,1615.3846153846155,29,3000,"{'206.248.184.127:8333': 3000, '109.238.81.82:8333': 3000, '195.201.235.135:8333': 233, '34.222.37.152:8333': 3000, '213.171.196.79:8333': 3000, '46.4.69.86:8333': 3000, '37.179.217.179:8333': 3000, '157.245.99.74:8333': 51, '54.254.183.101:8333': 29, '188.214.133.94:8333': 92, '68.48.133.235:8333': 63, '67.80.208.143:8333': 63, '198.211.109.72:8333': 2469}",
Sample 178 numConnections 8.csv,3000,4,8.0,8,8,2000.0,1,3000,"{'194.44.198.53:8333': 3000, '66.18.172.21:8333': 3000, '94.19.7.55:8333': 3000, '88.210.51.37:8333': 3000, '211.63.212.19:8333': 3000, '94.130.149.49:8333': 3000, '159.69.167.254:8333': 3000, '72.65.246.84:8333': 4, '95.216.36.239:8333': 1, '95.67.63.148:8333': 1323, '59.110.18.37:8333': 1, '82.64.247.247:8333': 1671}",
Sample 179 numConnections 9.csv,3000,4,9.0,9,9,2076.923076923077,1,3000,"{'83.161.249.125:8333': 3000, '95.93.214.186:8333': 3000, '66.206.10.47:8333': 36, '121.98.205.102:8333': 3000, '193.30.123.209:8333': 3000, '47.108.65.144:8333': 3000, '109.201.142.116:8333': 3000, '139.59.27.99:8333': 3000, '95.67.63.148:8333': 1284, '78.47.3.190:8333': 307, '78.34.30.25:8333': 2657, '58.246.136.250:8333': 1, '95.217.10.167:8333': 1715}",
Sample 18 numConnections 8.csv,3000,4,8.0,8,8,2000.0,38,3000,"{'144.76.44.186:8333': 3000, '188.32.114.214:8333': 3000, '121.18.238.39:8333': 3000, '145.239.149.230:8333': 3000, '54.38.82.57:8333': 3000, '116.202.97.85:8333': 38, '185.64.106.222:8333': 3000, '13.59.142.110:8333': 1329, '69.64.51.41:8333': 41, '157.245.99.74:8333': 2921, '195.67.139.54:8333': 61, '211.63.212.19:8333': 1610}",
Sample 180 numConnections 10.csv,3000,2,10.0,10,10,2500.0,9,3000,"{'18.218.72.156:8333': 1278, '213.171.196.79:8333': 3000, '47.91.92.101:8333': 3000, '109.109.36.19:8333': 3000, '192.241.148.178:8333': 3000, '173.21.218.95:8333': 3000, '62.205.132.245:8333': 3000, '5.128.87.126:8333': 3000, '46.4.69.86:8333': 3000, '188.166.161.240:8333': 9, '109.201.142.116:8333': 2991, '157.245.130.232:8333': 1722}",
Sample 181 numConnections 1.csv,3000,0,1.0,1,1,3000.0,3000,3000,"{'51.38.41.38:8333': 3000}",
Sample 182 numConnections 2.csv,3000,0,2.0,2,2,3000.0,3000,3000,"{'167.86.68.132:8333': 3000, '81.224.44.164:8333': 3000}",
Sample 183 numConnections 3.csv,3000,1,3.0,3,3,2250.0,15,3000,"{'185.19.28.195:8333': 15, '138.197.197.44:8333': 3000, '66.240.237.155:8333': 3000, '193.30.123.209:8333': 2985}",
Sample 184 numConnections 4.csv,3000,2,4.0,4,4,2000.0,1,3000,"{'84.114.111.75:8333': 3000, '193.30.123.209:8333': 3000, '3.210.177.194:8333': 3, '62.210.6.33:8333': 3000, '95.211.139.215:8333': 1, '51.91.66.27:8333': 2996}",
Sample 185 numConnections 5.csv,3000,0,5.0,5,5,3000.0,3000,3000,"{'47.52.201.10:8333': 3000, '91.216.149.28:8333': 3000, '167.99.195.45:8333': 3000, '180.150.52.37:8333': 3000, '94.155.252.45:8333': 3000}",
Sample 186 numConnections 6.csv,3000,11,6.0,6,6,1058.8235294117646,1,3000,"{'54.164.111.200:8333': 3000, '138.68.87.112:8333': 101, '144.133.85.168:8333': 48, '84.159.155.161:8333': 3000, '195.201.12.79:8333': 3000, '18.222.171.104:8333': 1, '145.239.149.230:8333': 2999, '70.124.171.16:8333': 45, '107.191.33.83:8333': 47, '76.102.103.136:8333': 39, '104.36.182.197:8333': 7, '217.182.172.114:8333': 2860, '5.196.54.212:8333': 33, '211.63.212.19:8333': 69, '94.155.252.45:8333': 71, '142.93.116.106:8333': 46, '52.68.166.44:8333': 2634}",
Sample 187 numConnections 7.csv,3000,1,7.0,7,7,2625.0,38,3000,"{'82.194.153.233:8333': 3000, '51.107.76.178:8333': 3000, '142.93.30.86:8333': 3000, '74.208.85.197:8333': 3000, '136.49.241.21:8333': 38, '91.121.181.140:8333': 3000, '35.222.123.156:8333': 3000, '47.75.94.8:8333': 2962}",
Sample 188 numConnections 8.csv,3000,0,8.0,8,8,3000.0,3000,3000,"{'185.95.213.108:8333': 3000, '176.9.139.80:8333': 3000, '102.182.126.78:8333': 3000, '82.64.247.247:8333': 3000, '66.206.10.49:8333': 3000, '95.216.36.239:8333': 3000, '54.191.204.251:8333': 3000, '71.198.215.136:8333': 3000}",
Sample 189 numConnections 9.csv,3000,3,9.0,9,9,2250.0,220,3000,"{'54.254.183.101:8333': 2780, '206.248.184.127:8333': 3000, '69.70.17.210:8333': 3000, '69.143.97.89:8333': 3000, '67.205.140.145:8333': 273, '104.198.87.131:8333': 1697, '108.199.239.172:8333': 3000, '98.25.193.114:8333': 3000, '75.67.48.41:8333': 3000, '51.107.76.178:8333': 2727, '50.68.104.92:8333': 1303, '73.53.78.243:8333': 220}",
Sample 19 numConnections 9.csv,3000,1,9.0,9,9,2700.0,1,3000,"{'108.199.239.172:8333': 3000, '82.38.153.122:8333': 3000, '88.208.57.212:8333': 3000, '82.200.205.30:8333': 3000, '88.198.91.246:8333': 3000, '164.68.101.153:8333': 3000, '66.206.10.49:8333': 3000, '37.120.171.27:8333': 1, '109.238.81.82:8333': 3000, '109.109.36.19:8333': 2999}",
Sample 190 numConnections 10.csv,3000,5,10.0,10,10,2000.0,25,3000,"{'84.114.111.75:8333': 3000, '185.19.29.110:8333': 3000, '138.68.87.112:8333': 761, '54.199.164.163:8333': 3000, '35.187.198.89:8333': 25, '134.209.230.72:8333': 3000, '79.45.178.9:8333': 3000, '54.164.111.200:8333': 3000, '54.38.178.143:8333': 3000, '185.251.248.42:8333': 31, '47.52.201.10:8333': 2975, '72.250.208.210:8333': 97, '194.118.172.29:8333': 2872, '188.166.161.240:8333': 394, '8.208.22.35:8333': 1845}",
Sample 191 numConnections 1.csv,3000,0,1.0,1,1,3000.0,3000,3000,"{'185.107.80.8:8333': 3000}",
Sample 192 numConnections 2.csv,3000,0,2.0,2,2,3000.0,3000,3000,"{'157.245.164.235:8333': 3000, '76.174.129.203:8333': 3000}",
Sample 193 numConnections 3.csv,3000,1,3.0,3,3,2250.0,16,3000,"{'47.244.215.75:8333': 3000, '167.99.195.45:8333': 3000, '83.63.137.130:8333': 16, '31.13.195.69:8333': 2984}",
Sample 194 numConnections 4.csv,3000,1,4.0,4,4,2400.0,748,3000,"{'111.90.140.179:8333': 3000, '149.56.21.37:8333': 748, '66.183.247.34:8333': 3000, '203.151.166.124:8333': 3000, '84.114.111.75:8333': 2252}",
Sample 195 numConnections 5.csv,3000,1,5.0,5,5,2500.0,453,3000,"{'47.93.247.22:8333': 3000, '52.88.77.4:8333': 453, '136.56.170.96:8333': 3000, '162.213.123.118:8333': 3000, '178.238.224.166:8333': 3000, '172.81.183.236:8333': 2547}",
Sample 196 numConnections 6.csv,3000,10,6.0,6,6,1125.0,1,3000,"{'167.114.210.199:8333': 3000, '46.146.248.89:8333': 46, '37.221.198.57:8333': 47, '35.222.123.156:8333': 47, '188.165.193.113:8333': 53, '97.107.137.23:8333': 57, '23.243.53.177:8333': 28, '145.239.149.230:8333': 1, '98.25.193.114:8333': 27, '185.22.172.16:8333': 26, '73.53.78.243:8333': 21, '77.247.178.104:8333': 2943, '86.84.198.19:8333': 2926, '76.181.147.40:8333': 2926, '52.88.77.4:8333': 2926, '23.233.9.151:8333': 2926}",
Sample 197 numConnections 7.csv,3000,1,7.0,7,7,2625.0,142,3000,"{'78.46.191.14:8333': 3000, '47.244.215.75:8333': 3000, '35.222.123.156:8333': 3000, '167.86.68.132:8333': 3000, '54.254.183.101:8333': 2858, '75.68.28.65:8333': 3000, '212.112.145.196:8333': 3000, '81.207.242.196:8333': 142}",
Sample 198 numConnections 8.csv,3000,2,8.0,8,8,2400.0,5,3000,"{'71.191.207.62:8333': 3000, '188.165.193.113:8333': 3000, '66.114.33.90:8333': 3000, '3.135.219.81:8333': 1283, '165.227.7.29:8333': 3000, '148.66.58.26:8333': 3000, '52.198.7.2:8333': 3000, '45.20.67.1:8333': 5, '138.68.87.112:8333': 2995, '95.216.68.148:8333': 1717}",
Sample 199 numConnections 9.csv,3000,2,9.0,9,9,2454.5454545454545,970,3000,"{'34.220.31.227:8333': 3000, '167.99.195.45:8333': 3000, '136.243.227.0:8333': 3000, '5.135.189.124:8333': 3000, '37.187.118.150:8333': 3000, '103.71.170.141:8333': 3000, '13.59.142.110:8333': 1303, '8.208.22.35:8333': 970, '66.18.172.21:8333': 3000, '204.60.23.203:8333': 2030, '211.251.235.65:8333': 1697}",
Sample 2 numConnections 2.csv,3000,1,2.0,2,2,2000.0,1321,3000,"{'35.241.143.66:8333': 3000, '3.15.34.184:8333': 1321, '159.89.178.135:8333': 1679}",
Sample 20 numConnections 10.csv,3000,3,10.0,10,10,2307.6923076923076,319,3000,"{'157.245.99.74:8333': 3000, '149.129.175.49:8333': 1487, '116.202.97.85:8333': 604, '93.189.145.169:8333': 3000, '157.97.7.24:8333': 3000, '69.143.97.89:8333': 3000, '165.22.112.46:8333': 3000, '85.25.255.147:8333': 3000, '88.118.206.103:8333': 319, '202.184.101.134:8333': 3000, '50.68.104.92:8333': 2681, '95.216.36.239:8333': 2396, '168.235.105.129:8333': 1513}",
Sample 200 numConnections 10.csv,3000,12,10.0,10,10,1363.6363636363637,13,3000,"{'174.94.155.224:8333': 3000, '185.19.28.195:8333': 3000, '192.226.144.137:8333': 3000, '212.9.185.194:8333': 3000, '109.238.81.82:8333': 3000, '82.38.153.122:8333': 117, '54.64.78.243:8333': 13, '134.209.226.20:8333': 239, '54.199.164.163:8333': 3000, '37.187.118.150:8333': 3000, '159.65.132.97:8333': 2987, '142.93.116.106:8333': 42, '83.162.254.34:8333': 24, '167.99.195.45:8333': 60, '73.198.63.11:8333': 48, '194.118.172.29:8333': 45, '47.221.236.126:8333': 58, '162.227.78.128:8333': 57, '79.45.178.9:8333': 146, '134.249.187.97:8333': 63, '93.189.145.169:8333': 2592, '89.40.9.189:8333': 2509}",
Sample 21 numConnections 1.csv,3000,0,1.0,1,1,3000.0,3000,3000,"{'188.208.111.62:8333': 3000}",
Sample 22 numConnections 2.csv,3000,3,2.0,2,2,1200.0,1,3000,"{'37.179.217.179:8333': 3000, '3.15.34.184:8333': 1322, '185.251.248.42:8333': 1, '35.212.168.144:8333': 31, '72.231.182.75:8333': 1646}",
Sample 23 numConnections 3.csv,3000,1,3.0,3,3,2250.0,1320,3000,"{'149.129.175.49:8333': 1320, '67.205.140.197:8333': 3000, '136.243.146.74:8333': 3000, '204.60.23.203:8333': 1680}",
Sample 24 numConnections 4.csv,3000,2,4.0,4,4,2000.0,1,3000,"{'116.202.115.101:8333': 1, '97.100.211.3:8333': 3000, '70.49.214.184:8333': 3000, '82.19.194.111:8333': 1, '23.233.9.151:8333': 2999, '89.106.199.38:8333': 2999}",
Sample 25 numConnections 5.csv,3000,2,5.0,5,5,2142.8571428571427,1,3000,"{'66.18.172.21:8333': 3000, '91.216.149.28:8333': 3000, '217.182.172.117:8333': 3000, '72.231.182.75:8333': 2738, '89.40.9.189:8333': 1, '62.210.103.45:8333': 2999, '76.91.164.11:8333': 262}",
Sample 26 numConnections 6.csv,3000,2,6.0,6,6,2250.0,19,3000,"{'83.162.196.192:8333': 3000, '102.182.126.78:8333': 59, '185.64.106.222:8333': 3000, '165.22.112.46:8333': 3000, '158.130.48.250:8333': 19, '145.53.175.225:8333': 3000, '167.99.195.45:8333': 2981, '99.103.35.106:8333': 2941}",
Sample 27 numConnections 7.csv,3000,2,7.0,7,7,2333.3333333333335,9,3000,"{'79.45.178.9:8333': 3000, '220.76.92.67:8333': 3000, '94.112.167.129:8333': 3000, '213.10.100.182:8333': 346, '122.147.213.63:8333': 9, '144.76.44.186:8333': 3000, '69.143.97.89:8333': 3000, '54.38.178.143:8333': 2991, '118.107.45.111:8333': 2654}",
Sample 28 numConnections 8.csv,3000,3,8.0,8,8,2181.818181818182,2,3000,"{'138.68.67.79:8333': 3000, '35.242.249.22:8333': 3000, '5.9.65.46:8333': 3000, '46.5.87.70:8333': 3000, '191.209.21.188:8333': 3000, '67.210.228.204:8333': 1309, '35.208.254.89:8333': 11, '78.141.123.99:8333': 2, '165.227.7.29:8333': 2998, '31.13.195.69:8333': 2989, '45.115.239.108:8333': 1691}",
Sample 29 numConnections 9.csv,3000,18,9.0,9,9,1000.0,9,3000,"{'70.124.171.16:8333': 3000, '134.209.226.20:8333': 9, '71.191.207.62:8333': 10, '75.86.69.4:8333': 11, '81.224.44.164:8333': 12, '217.182.81.231:8333': 13, '206.54.170.109:8333': 13, '47.245.31.170:8333': 18, '195.201.235.135:8333': 22, '205.209.162.98:8333': 21, '164.68.101.153:8333': 20, '174.92.36.65:8333': 19, '50.68.104.92:8333': 19, '45.32.68.249:8333': 18, '13.79.6.157:8333': 18, '34.221.99.196:8333': 31, '52.68.166.44:8333': 2978, '46.4.33.195:8333': 19, '173.255.209.85:8333': 2970, '47.108.78.200:8333': 2970, '144.76.1.20:8333': 2969, '45.236.31.70:8333': 48, '107.195.166.98:8333': 2969, '116.203.43.106:8333': 1711, '82.64.247.247:8333': 2951, '69.197.185.106:8333': 2921, '185.95.213.108:8333': 1240}",
Sample 3 numConnections 3.csv,3000,4,3.0,3,3,1285.7142857142858,1,3000,"{'46.101.154.113:8333': 733, '74.110.99.196:8333': 3000, '31.13.195.69:8333': 3000, '82.221.111.136:8333': 1, '92.62.34.158:8333': 1, '144.76.82.166:8333': 8, '217.182.172.117:8333': 2257}",
Sample 30 numConnections 10.csv,3000,1,10.0,10,10,2727.2727272727275,240,3000,"{'122.147.213.63:8333': 3000, '35.187.198.89:8333': 3000, '85.25.255.147:8333': 3000, '23.243.53.177:8333': 3000, '121.18.238.39:8333': 3000, '213.239.196.9:8333': 3000, '69.6.10.18:8333': 240, '95.93.214.186:8333': 3000, '104.198.87.67:8333': 3000, '172.81.183.236:8333': 3000, '45.115.239.108:8333': 2760}",
Sample 31 numConnections 1.csv,3000,0,1.0,1,1,3000.0,3000,3000,"{'95.216.68.148:8333': 3000}",
Sample 32 numConnections 2.csv,3000,3,2.0,2,2,1200.0,25,3000,"{'45.79.41.197:8333': 3000, '8.208.22.35:8333': 1121, '13.125.202.178:8333': 56, '35.236.106.168:8333': 25, '91.121.116.107:8333': 1798}",
Sample 33 numConnections 3.csv,3000,0,3.0,3,3,3000.0,3000,3000,"{'35.241.143.66:8333': 3000, '116.202.97.107:8333': 3000, '174.94.155.224:8333': 3000}",
Sample 34 numConnections 4.csv,3000,1,4.0,4,4,2400.0,1,3000,"{'116.202.97.85:8333': 3000, '188.214.133.94:8333': 3000, '211.251.235.65:8333': 3000, '62.75.191.166:8333': 1, '46.101.154.113:8333': 2999}",
Sample 35 numConnections 5.csv,3000,0,5.0,5,5,3000.0,3000,3000,"{'82.200.205.30:8333': 3000, '98.243.38.253:8333': 3000, '78.46.75.75:8333': 3000, '73.53.78.243:8333': 3000, '47.52.201.10:8333': 3000}",
Sample 36 numConnections 6.csv,3000,3,6.0,6,6,2000.0,1,3000,"{'134.209.230.72:8333': 1535, '68.48.133.235:8333': 3000, '211.63.212.19:8333': 3000, '197.221.28.59:8333': 3000, '217.182.81.231:8333': 3000, '159.89.178.135:8333': 1, '211.110.66.188:8333': 22, '46.5.87.70:8333': 2977, '59.167.120.116:8333': 1465}",
Sample 37 numConnections 7.csv,3000,2,7.0,7,7,2333.3333333333335,60,3000,"{'217.195.164.4:8333': 3000, '88.118.153.132:8333': 652, '144.133.85.168:8333': 3000, '78.141.123.99:8333': 3000, '45.236.31.70:8333': 3000, '76.91.164.11:8333': 3000, '37.221.198.57:8333': 3000, '120.78.95.199:8333': 60, '89.25.80.42:8333': 2288}",
