File Name,Logging Time (seconds),Num Disconnections,Avg Num Peers,Min Num Peers,Max Num Peers,Avg Connection Time (seconds),Min Connection Time (seconds),Max Connection Time (seconds),Raw Connection Time Dictionary,
Sample 38 numConnections 8.csv,3000,9,8.0,8,8,1411.764705882353,4,2991,"{'144.133.85.168:8333': 5, '188.208.111.62:8333': 61, '121.98.205.102:8333': 9, '54.254.183.101:8333': 9, '82.200.205.30:8333': 9, '46.39.129.82:8333': 9, '188.32.114.214:8333': 9, '195.201.111.113:8333': 9, '136.243.142.20:8333': 4, '91.216.149.28:8333': 2991, '88.198.3.214:8333': 2991, '129.13.189.205:8333': 2991, '185.132.179.170:8333': 2991, '88.86.125.50:8333': 2991, '54.38.178.143:8333': 2991, '95.217.6.169:8333': 2991, '183.230.93.139:8333': 2939}",
Sample 39 numConnections 9.csv,3000,1,9.0,9,9,2700.0,1368,3000,"{'88.118.206.103:8333': 3000, '144.133.85.168:8333': 3000, '116.203.43.106:8333': 1632, '47.108.65.144:8333': 3000, '45.115.239.108:8333': 3000, '82.200.205.30:8333': 3000, '107.195.166.98:8333': 3000, '145.53.175.225:8333': 3000, '185.95.213.108:8333': 3000, '74.98.242.97:8333': 1368}",
Sample 4 numConnections 4.csv,3000,0,4.0,4,4,3000.0,3000,3000,"{'185.19.29.110:8333': 3000, '52.77.229.203:8333': 3000, '136.56.170.96:8333': 3000, '47.108.65.144:8333': 3000}",
Sample 40 numConnections 10.csv,3000,2,10.0,10,10,2500.0,1,3000,"{'200.116.57.252:8333': 3000, '159.69.10.112:8333': 668, '18.182.44.36:8333': 3000, '51.15.9.224:8333': 3000, '23.175.0.202:8333': 3000, '86.15.38.61:8333': 3000, '195.201.235.135:8333': 3000, '217.182.172.117:8333': 3000, '78.46.75.75:8333': 3000, '77.34.2.160:8333': 1, '83.162.196.192:8333': 2999, '103.42.179.218:8333': 2332}",
Sample 41 numConnections 1.csv,3000,0,1.0,1,1,3000.0,3000,3000,"{'194.118.172.29:8333': 3000}",
Sample 42 numConnections 2.csv,3000,0,2.0,2,2,3000.0,3000,3000,"{'88.210.51.37:8333': 3000, '59.110.12.12:8333': 3000}",
Sample 43 numConnections 3.csv,3000,2,3.0,3,3,1800.0,49,3000,"{'121.98.205.102:8333': 3000, '179.191.112.66:8333': 49, '121.156.106.151:8333': 56, '67.205.140.197:8333': 2951, '202.184.101.134:8333': 2944}",
Sample 44 numConnections 4.csv,3000,1,4.0,4,4,2400.0,22,3000,"{'203.129.27.87:8333': 3000, '159.65.71.195:8333': 3000, '88.198.91.246:8333': 3000, '86.151.224.44:8333': 22, '99.103.35.106:8333': 2978}",
Sample 45 numConnections 5.csv,3000,0,5.0,5,5,3000.0,3000,3000,"{'45.64.135.130:8333': 3000, '173.255.209.85:8333': 3000, '76.181.147.40:8333': 3000, '213.171.196.79:8333': 3000, '67.80.208.143:8333': 3000}",
Sample 46 numConnections 6.csv,3000,0,6.0,6,6,3000.0,3000,3000,"{'94.26.49.71:8333': 3000, '145.53.175.225:8333': 3000, '99.103.35.106:8333': 3000, '51.91.66.27:8333': 3000, '52.68.166.44:8333': 3000, '173.255.209.85:8333': 3000}",
Sample 47 numConnections 7.csv,3000,2,7.0,7,7,2333.3333333333335,236,3000,"{'144.76.1.20:8333': 3000, '149.56.21.37:8333': 1348, '88.208.57.212:8333': 3000, '54.254.183.101:8333': 3000, '64.180.81.171:8333': 3000, '62.171.142.156:8333': 236, '66.183.247.34:8333': 3000, '74.208.85.197:8333': 2764, '99.88.47.34:8333': 1652}",
Sample 48 numConnections 8.csv,3000,0,8.0,8,8,3000.0,3000,3000,"{'183.230.93.139:8333': 3000, '136.243.146.74:8333': 3000, '211.63.212.19:8333': 3000, '14.133.146.51:8333': 3000, '182.61.186.116:8333': 3000, '185.64.106.222:8333': 3000, '46.126.217.197:8333': 3000, '76.181.147.40:8333': 3000}",
Sample 49 numConnections 9.csv,3000,2,9.0,9,9,2454.5454545454545,2,3000,"{'213.109.160.48:8333': 3000, '46.128.140.193:8333': 3000, '66.240.237.155:8333': 3000, '69.70.17.210:8333': 3000, '167.99.195.45:8333': 3000, '84.114.111.75:8333': 3000, '78.141.123.99:8333': 3000, '144.133.85.168:8333': 3000, '116.202.97.85:8333': 3, '138.68.87.112:8333': 2, '77.249.146.181:8333': 2995}",
Sample 5 numConnections 5.csv,3000,0,5.0,5,5,3000.0,3000,3000,"{'23.233.9.151:8333': 3000, '173.21.218.95:8333': 3000, '116.203.43.106:8333': 3000, '185.161.175.72:8333': 3000, '134.209.226.20:8333': 3000}",
Sample 50 numConnections 10.csv,3000,0,10.0,10,10,3000.0,3000,3000,"{'18.136.103.203:8333': 3000, '157.97.7.24:8333': 3000, '116.203.43.106:8333': 3000, '193.30.123.209:8333': 3000, '185.62.56.101:8333': 3000, '103.75.2.197:8333': 3000, '89.106.199.38:8333': 3000, '66.206.10.49:8333': 3000, '37.187.117.135:8333': 3000, '118.107.45.111:8333': 3000}",
Sample 51 numConnections 1.csv,3000,0,1.0,1,1,3000.0,3000,3000,"{'45.64.135.130:8333': 3000}",
Sample 52 numConnections 2.csv,3000,1,2.0,2,2,2000.0,57,3000,"{'149.56.21.37:8333': 57, '31.13.195.69:8333': 3000, '47.75.176.144:8333': 2943}",
Sample 53 numConnections 3.csv,3000,5,3.0,3,3,1125.0,1,3000,"{'111.90.140.179:8333': 3000, '14.133.146.51:8333': 52, '68.183.240.19:8333': 52, '68.142.33.36:8333': 33, '202.184.101.134:8333': 36, '159.65.71.195:8333': 2915, '18.222.171.104:8333': 1, '66.206.10.47:8333': 2911}",
Sample 54 numConnections 4.csv,3000,2,4.0,4,4,2000.0,1,3000,"{'79.84.114.36:8333': 32, '103.75.2.197:8333': 3000, '80.0.27.75:8333': 3000, '77.163.105.152:8333': 3000, '102.182.126.78:8333': 1, '95.67.63.148:8333': 2967}",
Sample 55 numConnections 5.csv,3000,0,5.0,5,5,3000.0,3000,3000,"{'190.104.249.44:8333': 3000, '195.154.237.102:8333': 3000, '78.34.30.25:8333': 3000, '52.77.229.203:8333': 3000, '89.106.199.38:8333': 3000}",
Sample 56 numConnections 6.csv,3000,2,6.0,6,6,2250.0,459,3000,"{'206.248.184.127:8333': 3000, '217.21.24.146:8333': 459, '180.181.159.200:8333': 1306, '80.111.142.213:8333': 3000, '95.216.243.70:8333': 3000, '46.28.205.68:8333': 3000, '66.206.10.49:8333': 2541, '64.180.81.171:8333': 1694}",
Sample 57 numConnections 7.csv,3000,2,7.0,7,7,2333.3333333333335,3,3000,"{'35.185.131.47:8333': 3000, '73.198.63.11:8333': 3000, '91.121.79.112:8333': 3000, '35.212.168.144:8333': 3, '176.9.139.150:8333': 454, '174.86.34.232:8333': 3000, '3.0.163.51:8333': 3000, '117.78.35.99:8333': 2997, '162.213.123.118:8333': 2546}",
Sample 58 numConnections 8.csv,3000,0,8.0,8,8,3000.0,3000,3000,"{'35.236.106.168:8333': 3000, '104.198.87.131:8333': 3000, '121.18.238.39:8333': 3000, '71.191.207.62:8333': 3000, '76.181.147.40:8333': 3000, '195.154.237.102:8333': 3000, '167.99.195.45:8333': 3000, '84.114.111.75:8333': 3000}",
Sample 59 numConnections 9.csv,3000,1,9.0,9,9,2700.0,1,3000,"{'88.208.57.212:8333': 3000, '85.145.205.114:8333': 3000, '47.186.237.244:8333': 3000, '173.21.218.95:8333': 3000, '46.5.87.70:8333': 3000, '80.79.114.34:8333': 3000, '66.183.247.34:8333': 3000, '95.93.214.186:8333': 3000, '136.243.155.216:8333': 1, '46.146.248.89:8333': 2999}",
Sample 6 numConnections 6.csv,3000,1,6.0,6,6,2571.4285714285716,63,3000,"{'85.25.255.147:8333': 3000, '78.46.101.28:8333': 3000, '90.126.42.245:8333': 3000, '174.94.155.224:8333': 63, '83.162.254.34:8333': 3000, '109.238.81.82:8333': 3000, '80.0.27.75:8333': 2937}",
Sample 60 numConnections 10.csv,3000,0,10.0,10,10,3000.0,3000,3000,"{'148.251.191.74:8333': 3000, '188.208.111.62:8333': 3000, '37.187.118.150:8333': 3000, '85.17.209.137:8333': 3000, '37.221.198.57:8333': 3000, '217.21.24.146:8333': 3000, '118.107.45.111:8333': 3000, '109.238.81.82:8333': 3000, '104.154.67.72:8333': 3000, '88.208.57.212:8333': 3000}",
Sample 61 numConnections 1.csv,3000,1,1.0,1,1,1500.0,1,2999,"{'167.99.133.10:8333': 1, '174.94.155.224:8333': 2999}",
Sample 62 numConnections 2.csv,3000,0,2.0,2,2,3000.0,3000,3000,"{'35.208.254.89:8333': 3000, '86.84.198.19:8333': 3000}",
Sample 63 numConnections 3.csv,3000,0,3.0,3,3,3000.0,3000,3000,"{'73.53.78.243:8333': 3000, '68.48.133.235:8333': 3000, '178.238.224.166:8333': 3000}",
Sample 64 numConnections 4.csv,3000,0,4.0,4,4,3000.0,3000,3000,"{'23.175.0.202:8333': 3000, '211.48.20.244:8333': 3000, '177.170.163.145:8333': 3000, '94.26.49.71:8333': 3000}",
Sample 65 numConnections 5.csv,3000,0,5.0,5,5,3000.0,3000,3000,"{'85.131.115.18:8333': 3000, '167.99.195.45:8333': 3000, '185.64.106.222:8333': 3000, '98.243.38.253:8333': 3000, '69.30.241.82:8333': 3000}",
Sample 66 numConnections 6.csv,3000,5,6.0,6,6,1636.3636363636363,12,3000,"{'102.182.126.78:8333': 3000, '67.205.140.145:8333': 12, '94.130.20.181:8333': 12, '45.77.178.69:8333': 15, '84.159.155.161:8333': 15, '81.207.242.196:8333': 15, '35.187.209.186:8333': 2988, '159.69.167.254:8333': 2988, '213.171.196.79:8333': 2985, '99.103.35.106:8333': 2985, '23.175.0.202:8333': 2985}",
Sample 67 numConnections 7.csv,3000,1,7.0,7,7,2625.0,1,3000,"{'23.175.0.202:8333': 3000, '92.62.34.158:8333': 3000, '157.13.61.89:8333': 3000, '217.182.172.117:8333': 3000, '159.69.95.70:8333': 3000, '207.154.220.194:8333': 3000, '134.209.30.141:8333': 1, '173.21.218.95:8333': 2999}",
Sample 68 numConnections 8.csv,3000,0,8.0,8,8,3000.0,3000,3000,"{'66.240.237.155:8333': 3000, '116.202.115.101:8333': 3000, '176.9.139.80:8333': 3000, '95.216.36.239:8333': 3000, '185.132.179.170:8333': 3000, '50.116.42.61:8333': 3000, '96.88.212.146:8333': 3000, '47.75.176.144:8333': 3000}",
Sample 69 numConnections 9.csv,3000,4,9.0,9,9,2076.923076923077,1,3000,"{'64.180.81.171:8333': 3000, '62.171.142.156:8333': 736, '38.21.213.222:8333': 3000, '95.93.214.186:8333': 3000, '3.0.163.51:8333': 3000, '69.30.241.82:8333': 3000, '167.86.68.132:8333': 3000, '217.182.172.117:8333': 3000, '149.202.177.211:8333': 1, '118.93.53.188:8333': 1772, '78.34.30.25:8333': 2264, '89.47.165.144:8333': 1, '94.130.34.85:8333': 1226}",
Sample 7 numConnections 7.csv,3000,10,7.0,7,7,1235.2941176470588,67,1820,"{'116.202.97.107:8333': 1180, '91.121.79.112:8333': 1180, '107.195.166.98:8333': 1180, '157.245.164.235:8333': 1180, '14.133.146.51:8333': 1180, '149.129.175.49:8333': 1049, '18.218.72.156:8333': 67, '197.221.28.59:8333': 1113, '45.115.239.108:8333': 131, '159.69.10.112:8333': 1691, '206.189.138.144:8333': 1820, '204.60.23.203:8333': 1820, '185.19.28.195:8333': 1820, '134.209.226.20:8333': 1820, '138.229.205.237:8333': 1820, '80.111.142.213:8333': 1820, '158.69.245.223:8333': 129}",
Sample 70 numConnections 10.csv,3000,2,10.0,10,10,2500.0,1,3000,"{'198.211.109.72:8333': 3000, '66.240.237.155:8333': 3000, '183.230.93.139:8333': 3000, '195.201.235.135:8333': 2212, '109.109.36.19:8333': 3000, '89.25.80.42:8333': 3000, '185.64.106.222:8333': 3000, '47.221.236.126:8333': 3000, '162.227.78.128:8333': 3000, '159.65.71.195:8333': 3000, '167.99.133.10:8333': 1, '162.154.220.196:8333': 787}",
Sample 71 numConnections 1.csv,3000,1,1.0,1,1,1500.0,1,2999,"{'174.86.34.232:8333': 1, '71.191.207.62:8333': 2999}",
Sample 72 numConnections 2.csv,3000,1,2.0,2,2,2000.0,1,3000,"{'145.239.149.230:8333': 3000, '134.249.187.97:8333': 1, '185.19.29.110:8333': 2999}",
Sample 73 numConnections 3.csv,3000,0,3.0,3,3,3000.0,3000,3000,"{'79.45.178.9:8333': 3000, '86.84.198.19:8333': 3000, '173.212.242.108:8333': 3000}",
Sample 74 numConnections 4.csv,3000,1,4.0,4,4,2400.0,15,3000,"{'111.90.140.179:8333': 3000, '195.201.12.79:8333': 15, '54.38.178.143:8333': 3000, '109.238.81.82:8333': 3000, '107.180.77.21:8333': 2985}",
Sample 75 numConnections 5.csv,3000,0,5.0,5,5,3000.0,3000,3000,"{'66.206.10.49:8333': 3000, '5.39.78.212:8333': 3000, '47.75.8.80:8333': 3000, '122.147.213.63:8333': 3000, '217.182.172.117:8333': 3000}",
Sample 76 numConnections 6.csv,3000,3,6.0,6,6,2000.0,60,3000,"{'118.107.45.111:8333': 3000, '94.19.7.55:8333': 3000, '72.250.208.210:8333': 3000, '3.135.219.81:8333': 1323, '180.181.159.200:8333': 1323, '18.182.44.36:8333': 3000, '52.23.207.145:8333': 1677, '83.161.249.125:8333': 60, '47.52.201.10:8333': 1617}",
Sample 77 numConnections 7.csv,3000,1,7.0,7,7,2625.0,6,3000,"{'18.182.44.36:8333': 3000, '88.86.116.138:8333': 3000, '165.22.112.46:8333': 3000, '116.202.97.107:8333': 3000, '62.210.6.33:8333': 3000, '107.191.33.83:8333': 6, '217.195.164.4:8333': 3000, '191.209.21.188:8333': 2994}",
Sample 78 numConnections 8.csv,3000,2,8.0,8,8,2400.0,1175,3000,"{'82.64.247.247:8333': 3000, '144.76.44.186:8333': 3000, '52.68.166.44:8333': 3000, '198.211.109.72:8333': 1825, '195.154.237.102:8333': 3000, '18.203.28.133:8333': 3000, '13.59.142.110:8333': 1328, '192.226.144.137:8333': 3000, '109.109.36.19:8333': 1672, '117.78.35.99:8333': 1175}",
Sample 79 numConnections 9.csv,3000,16,9.0,9,9,1080.0,1,3000,"{'99.103.35.106:8333': 3000, '116.203.43.106:8333': 3000, '212.9.185.194:8333': 3000, '46.146.248.89:8333': 23, '91.216.149.28:8333': 23, '23.175.0.202:8333': 25, '89.106.199.38:8333': 26, '52.77.229.203:8333': 26, '109.109.36.19:8333': 26, '185.19.29.110:8333': 22, '35.183.249.56:8333': 22, '104.198.116.195:8333': 37, '173.212.207.249:8333': 36, '5.9.67.151:8333': 36, '167.71.159.219:8333': 2974, '111.90.140.179:8333': 2955, '172.81.183.236:8333': 2955, '90.126.42.245:8333': 2938, '195.201.12.79:8333': 1, '13.229.152.67:8333': 1, '195.154.237.102:8333': 242, '13.59.142.110:8333': 1322, '144.76.82.165:8333': 2695, '46.251.52.12:8333': 1, '203.129.27.87:8333': 1614}",
Sample 8 numConnections 8.csv,3000,0,8.0,8,8,3000.0,3000,3000,"{'185.161.175.72:8333': 3000, '64.180.81.171:8333': 3000, '13.113.139.174:8333': 3000, '144.76.82.165:8333': 3000, '178.238.224.166:8333': 3000, '69.143.97.89:8333': 3000, '47.244.215.75:8333': 3000, '80.111.142.213:8333': 3000}",
Sample 80 numConnections 10.csv,3000,5,10.0,10,10,2000.0,1,3000,"{'185.251.248.42:8333': 8, '71.191.207.62:8333': 3000, '13.229.152.67:8333': 3000, '85.25.255.147:8333': 3000, '107.191.33.82:8333': 3000, '94.112.167.129:8333': 140, '211.251.235.65:8333': 3000, '23.175.0.202:8333': 3000, '46.5.87.70:8333': 22, '179.191.112.66:8333': 1, '67.80.208.143:8333': 2999, '77.34.2.160:8333': 1, '78.34.30.25:8333': 2991, '93.180.178.213:8333': 2978, '35.208.254.89:8333': 2860}",
Sample 81 numConnections 1.csv,3000,1,1.0,1,1,1500.0,260,2740,"{'76.91.164.11:8333': 260, '5.135.189.124:8333': 2740}",
Sample 82 numConnections 2.csv,3000,1,2.0,2,2,2000.0,809,3000,"{'74.98.242.97:8333': 3000, '159.69.10.112:8333': 809, '157.13.61.89:8333': 2191}",
Sample 83 numConnections 3.csv,3000,2,3.0,3,3,1800.0,1,3000,"{'81.224.44.164:8333': 3000, '46.5.87.70:8333': 1, '116.202.97.107:8333': 1513, '77.247.178.104:8333': 2999, '176.9.145.206:8333': 1487}",
Sample 84 numConnections 4.csv,3000,0,4.0,4,4,3000.0,3000,3000,"{'71.198.225.45:8333': 3000, '88.210.51.37:8333': 3000, '54.38.80.148:8333': 3000, '51.161.118.180:8333': 3000}",
Sample 85 numConnections 5.csv,3000,0,5.0,5,5,3000.0,3000,3000,"{'35.187.198.89:8333': 3000, '211.251.250.7:8333': 3000, '109.201.142.116:8333': 3000, '220.76.92.67:8333': 3000, '199.203.54.27:8333': 3000}",
Sample 86 numConnections 6.csv,3000,0,6.0,6,6,3000.0,3000,3000,"{'104.198.87.131:8333': 3000, '66.114.33.90:8333': 3000, '95.93.214.186:8333': 3000, '195.201.235.135:8333': 3000, '83.162.251.163:8333': 3000, '213.171.196.79:8333': 3000}",
Sample 87 numConnections 7.csv,3000,0,7.0,7,7,3000.0,3000,3000,"{'66.114.33.90:8333': 3000, '80.79.114.34:8333': 3000, '95.216.36.239:8333': 3000, '211.48.20.244:8333': 3000, '81.207.242.196:8333': 3000, '190.104.249.44:8333': 3000, '138.197.197.44:8333': 3000}",
Sample 88 numConnections 8.csv,3000,2,8.0,8,8,2400.0,77,3000,"{'116.202.115.101:8333': 3000, '45.79.41.197:8333': 3000, '200.116.57.252:8333': 3000, '194.118.172.29:8333': 3000, '124.197.62.103:8333': 390, '95.217.6.169:8333': 3000, '71.198.225.45:8333': 3000, '91.121.79.112:8333': 77, '174.94.155.224:8333': 2923, '212.112.145.196:8333': 2610}",
Sample 89 numConnections 9.csv,3000,0,9.0,9,9,3000.0,3000,3000,"{'207.154.220.194:8333': 3000, '86.15.38.61:8333': 3000, '116.202.97.107:8333': 3000, '176.9.139.80:8333': 3000, '46.101.154.113:8333': 3000, '213.10.100.182:8333': 3000, '194.44.198.53:8333': 3000, '51.107.76.178:8333': 3000, '93.180.178.213:8333': 3000}",
Sample 9 numConnections 9.csv,3000,12,9.0,9,9,1285.7142857142858,3,3000,"{'217.182.172.117:8333': 3000, '144.76.82.165:8333': 24, '107.191.33.83:8333': 27, '159.100.249.179:8333': 30, '51.89.103.66:8333': 30, '180.181.159.200:8333': 30, '90.126.42.245:8333': 30, '64.180.81.171:8333': 30, '185.132.179.170:8333': 30, '37.187.117.135:8333': 6, '5.79.123.3:8333': 3, '23.99.203.67:8333': 2970, '59.110.12.12:8333': 1172, '173.255.209.85:8333': 2970, '79.101.1.25:8333': 2970, '144.76.82.166:8333': 127, '66.18.172.21:8333': 2970, '220.76.92.67:8333': 2970, '116.202.97.107:8333': 2970, '47.108.78.200:8333': 2843, '107.180.71.71:8333': 1798}",
Sample 90 numConnections 10.csv,3000,1,10.0,10,10,2727.2727272727275,726,3000,"{'118.107.45.111:8333': 3000, '88.210.51.37:8333': 3000, '103.75.2.197:8333': 3000, '52.15.179.79:8333': 726, '18.182.44.36:8333': 3000, '46.4.69.86:8333': 3000, '188.214.133.94:8333': 3000, '185.95.213.108:8333': 3000, '89.25.80.42:8333': 3000, '68.48.133.235:8333': 3000, '109.201.142.116:8333': 2274}",
Sample 91 numConnections 1.csv,3000,0,1.0,1,1,3000.0,3000,3000,"{'5.9.147.147:8333': 3000}",
Sample 92 numConnections 2.csv,3000,0,2.0,2,2,3000.0,3000,3000,"{'217.182.172.114:8333': 3000, '47.244.215.75:8333': 3000}",
Sample 93 numConnections 3.csv,3000,0,3.0,3,3,3000.0,3000,3000,"{'207.154.220.194:8333': 3000, '94.155.252.45:8333': 3000, '77.163.105.152:8333': 3000}",
Sample 94 numConnections 4.csv,3000,1,4.0,4,4,2400.0,24,3000,"{'35.212.168.144:8333': 24, '37.187.117.135:8333': 3000, '108.199.239.172:8333': 3000, '213.239.196.9:8333': 3000, '45.79.41.197:8333': 2976}",
Sample 95 numConnections 5.csv,3000,0,5.0,5,5,3000.0,3000,3000,"{'86.84.198.19:8333': 3000, '111.90.140.179:8333': 3000, '91.121.116.107:8333': 3000, '129.13.189.205:8333': 3000, '54.38.80.148:8333': 3000}",
Sample 96 numConnections 6.csv,3000,0,6.0,6,6,3000.0,3000,3000,"{'45.115.239.108:8333': 3000, '97.100.211.3:8333': 3000, '79.101.1.25:8333': 3000, '18.136.103.203:8333': 3000, '51.15.9.224:8333': 3000, '99.103.35.106:8333': 3000}",
Sample 97 numConnections 7.csv,3000,4,7.0,7,7,1909.090909090909,1,3000,"{'122.147.213.63:8333': 3000, '158.69.245.223:8333': 3000, '93.46.81.5:8333': 14, '32.214.183.114:8333': 3000, '136.243.146.74:8333': 3000, '149.56.21.37:8333': 419, '69.64.51.41:8333': 1, '107.191.33.83:8333': 2999, '159.65.132.97:8333': 2986, '185.19.29.110:8333': 1, '5.135.159.65:8333': 2580}",
Sample 98 numConnections 8.csv,3000,2,8.0,8,8,2400.0,15,3000,"{'116.202.115.101:8333': 3000, '118.107.45.111:8333': 678, '206.248.184.127:8333': 3000, '52.68.166.44:8333': 3000, '18.208.159.234:8333': 3000, '159.69.10.112:8333': 3000, '37.179.217.179:8333': 3000, '69.10.143.103:8333': 15, '72.231.182.75:8333': 2985, '71.198.225.45:8333': 2322}",
Sample 99 numConnections 9.csv,3000,1,9.0,9,9,2700.0,175,3000,"{'88.198.91.246:8333': 3000, '91.121.79.112:8333': 3000, '14.133.146.51:8333': 3000, '51.159.55.97:8333': 3000, '159.100.245.237:8333': 3000, '142.93.116.106:8333': 3000, '167.99.195.45:8333': 175, '83.162.251.163:8333': 3000, '32.214.183.114:8333': 3000, '34.221.99.196:8333': 2825}",
